屏蔽id	对应字符串
id	chinese
string	string
6630	 renminbao 
6631	 renmingbao 
6632	 rfa 
6633	 safeweb 
6634	 saobi 
6635	 sb 
6636	 SEX 
6637	 sex 
6638	 sf 
6639	 SHIT 
6640	 shit 
6641	 simple 
6642	 SUCK 
6643	 sucker 
6644	 svdc 
6645	 System 
6646	 taip 
6647	 TEST 
6648	 The9 
6649	 The9City 
6650	 tibetalk 
6651	 TMD 
6652	 TNND 
6653	 triangle 
6654	 triangleboy 
6655	 Tringel 
6656	 UltraSurf 
6657	 unixbox 
6658	 ustibet 
6659	 voa 
6660	 voachinese 
6661	 wangce 
6662	 WEBZEN 
6663	 WG 
6664	 wstaiji 
6665	 xinsheng 
6666	 yuming 
6667	 zhengjian 
6668	 zhengjianwang 
6669	 zhenshanren 
6670	 zhuanfalunADMIN
6671	AIDS
6672	AIORT墓地
6673	AI滋
6674	ARQUS会议场
6675	ASSHOLE
6676	ATAN的移动石
6677	A片
6678	BAICHI
6679	BAOPI
6680	BAO皮
6681	BASTARD
6682	BC
6683	BIAOZI
6684	BIAO子
6685	BIGNEWS
6686	BITCH
6687	BI样
6688	BLOWJOB
6689	BOXUN
6690	B样
6691	CAOB
6692	CAOBI
6693	CAO你
6694	CC小雪
6695	CHA你
6696	CHINALIBERAL
6697	CHINAMZ
6698	CHINESENEWSNET
6699	CLOCKGEMSTONE
6700	CND
6701	CREADERS
6702	CRESTBONE
6703	DAFA
6704	DAJIYUAN
6705	DAMN
6706	DFDZ
6707	DICK
6708	DPP
6709	EVENT
6710	FALU
6711	FALUN
6712	FALUNDAFA
6713	FA轮
6714	FEELMISTONE
6715	FKU
6716	FLG
6717	FREECHINA
6718	FREEDOM
6719	FREENET
6720	FUCK
6721	GAMEMASTER
6722	GAN你
6723	GCD
6724	GM
6725	GRUEPIN
6726	HACKING
6727	HONGZHI
6728	HRICHINA
6729	HTTP
6730	HUANET
6731	HYPERMART.NET
6732	INCEST
6733	ITEM
6734	J8
6735	JB
6736	JIANGDONGRIJI
6737	JIAN你
6738	JIAOCHUANG
6739	JIAOCHUN
6740	JIBA
6741	JINV
6742	JI女
6743	KAO
6744	KISSMYASS
6745	㎏
6746	LIHONGZHI
6747	MAI骚
6748	MAKING
6749	MINGHUI
6750	MINGHUINEWS
6751	㎎
6752	㎜
6753	NACB
6754	NAIVE
6755	NECKROMANCER
6756	NMIS
6757	PAPER64
6758	PEACEHALL
6759	PENIS
6760	PLAYBOY
6761	PUSSY
6762	QIANGJIAN
6763	RAPE
6764	RENMINBAO
6765	RENMINGBAO
6766	RFA
6767	SAFEWEB
6768	SAOBI
6769	SB
6770	SEX
6771	SF
6772	SHIT
6773	SIMPLE
6774	SUCK
6775	SUCKER
6776	SVDC
6777	SYSTEM
6778	TAIP
6779	TEST
6780	THE9
6781	THE9CITY
6782	TIBETALK
6783	TMD
6784	TNND
6785	TRIANGLE
6786	TRIANGLEBOY
6787	TRINGEL
6788	ULTRASURF
6789	UNIXBOX
6790	USTIBET
6791	VOA
6792	VOACHINESE
6793	WANGCE
6794	WEBZEN
6795	WG
6796	WSTAIJI
6797	WWW
6798	WWW.
6799	XINSHENG
6800	YUMING
6801	ZHENGJIAN
6802	ZHENGJIANWANG
6803	ZHENSHANREN
6804	ZHUANFALUN
6805	占中
6806	占领中环
6807	呼喊派
6808	灵灵教
6809	观音法门
6810	主神教
6811	被立
6812	西藏自由
6813	南疆
6814	北疆
6815	新疆砍人
6816	东伊运
6817	恐怖组织
6818	买毒品
6819	卖毒品
6820	茉莉花
6821	网特
6822	暴政
6823	中国必
6824	夺权
6825	美国之音
6826	自由亚洲
6827	第三次世界大战
6828	伪政府
6829	伪大
6830	独夫民贼
6831	不爱党
6832	灭共
6833	不办人事
6834	反对党
6835	上海帮
6836	民猪
6837	殃视
6838	网络警察
6839	废统
6840	中国人权
6841	打压
6842	蒋公
6843	人权保护
6844	香港独立
6845	张志新
6846	讨厌中国
6847	一党执政
6848	政府无能
6849	退党
6850	迁都
6851	亡党
6852	当局
6853	反社会主义
6854	亡共
6855	游行示威
6856	罢课
6857	罢市
6858	罢工
6859	买断
6860	军转
6861	暴乱
6862	群众冲击
6863	暴力袭警
6864	武力镇压
6865	武装镇压
6866	暴力执法
6867	暴行
6868	动乱
6869	血染的风采
6870	18年前
6871	89事件
6872	流血事件
6873	tiananmen
6874	学生领袖
6875	历史的伤口
6876	6.4
6877	8964
6878	政治风波
6879	紫阳
6880	TAM
6881	东方闪电
6882	发论
6883	轮子功
6884	法X功
6885	法论
6886	LHZ
6887	九评
6888	发囵
6889	法lun
6890	法伦
6891	法O功
6892	DJY
6893	中功
6894	中华养生益智功
6895	张宏宝
6896	张宏堡
6897	影子政府
6898	李洪智
6899	法仑功
6900	XX功
6901	李红痔
6902	无界
6903	自由门
6904	xiaoping
6905	98反华
6906	民族问题
6907	劣等人
6908	劣等民族
6909	圣战组织
6910	7个军区
6911	七大军区
6912	七个军区
6913	海军部署
6914	编成与基地
6915	轻松过
6916	短信答案
6917	漏题
6918	四六级
6919	李源潮
6920	攻击党政
6921	攻击共党
6922	分裂国家
6923	反动
6924	反右题材
6925	反中游行
6926	西藏獨立
6927	西藏流亡政府
6928	病毒营销
6929	盗取
6930	動乱
6931	發票
6932	法lun功
6933	仿54
6934	仿64
6935	仿六四
6936	仿五四
6937	仿真假钞
6938	仿真枪
6939	高薪日结
6940	假币
6941	假钞
6942	假钱
6943	买枪
6944	售枪
6945	双管立式猎枪
6946	双管猎枪
6947	小口径步枪
6948	证件办理
6949	自制枪
6950	枪
6951	骰宝
6952	FaLunGong
6953	Fa Lun Gong
6954	包养
6955	换妻
6956	收小弟
6957	寂寞少妇
6958	性骚扰
6959	性经验
6960	性交易
6961	奸尸
6962	鸡把
6963	卖自己
6964	激情陪聊
6965	吹气娃娃
6966	床上猛男
6967	处女终结者
6968	处女膜
6969	臭逼
6970	成人用品
6971	成人图
6972	成人书库
6973	成人交友
6974	超级性虐
6975	避孕套
6976	獸交
6977	P眼
6978	h图
6979	H漫画
6980	G点高潮
6981	做鸡
6982	做ai
6983	最新黄站
6984	欲生欲死
6985	玉女吹箫
6986	诱奸
6987	逼好痒
6988	逼毛
6989	逼穴
6990	逼痒
6991	博彩
6992	彩票机
6993	插爆
6994	插逼
6995	插的好舒服
6996	插肛
6997	插进来
6998	插进你下面
6999	插进穴
7000	插妹妹
7001	插弄
7002	插女
7003	插肉
7004	插入穴
7005	插穴
7006	潮吹
7007	成人
7008	激情
7009	赤裸
7010	抽插
7011	出售AV
7012	出售处男
7013	出售处女
7014	出售假币
7015	出售美女
7016	出售妹妹
7017	出售枪支
7018	出售手枪
7019	处男出售
7020	处女
7021	处女出售
7022	处女穴
7023	處女
7024	處女膜
7025	吹箫
7026	春宫图
7027	春宵
7028	春药
7029	肏屄
7030	肏干
7031	肏她
7032	肏妹妹
7033	肏妳
7034	肏娘
7035	肏破
7036	肏入
7037	肏死
7038	肏我
7039	肏穴
7040	肏这
7041	操逼
7042	操比
7043	操小逼
7044	操穴
7045	打飞机
7046	打炮
7047	等你插
7048	第一次破处
7049	点对点裸聊
7050	电车之狼
7051	电影色情
7052	赌博
7053	赌场
7054	赌城
7055	赌钱
7056	赌球
7057	赌骰子
7058	发浪
7059	发情
7060	发骚
7061	粉红小b
7062	粉红小逼
7063	丰满坚挺
7064	丰乳肥臀
7065	丰韵少妇
7066	风尘劫
7067	风骚
7068	风骚侍女
7069	肤白胸大
7070	肛插
7071	肛交
7072	肛恋
7073	高潮
7074	睪丸
7075	搞个处女
7076	Jj
7077	合采开奖
7078	合彩
7079	合彩开奖
7080	和采开奖
7081	和彩开奖
7082	黃色小電影
7083	黄片
7084	黄色
7085	黄小说
7086	黄站
7087	鸡巴
7088	鸡吧
7089	雞八
7090	雞巴
7091	雞雞
7092	妓女
7093	奸淫
7094	茎精
7095	精液
7096	老虎机
7097	菊花洞
7098	菊花蕾
7099	菊花穴
7100	菊穴
7101	巨乳
7102	抠b
7103	抠逼
7104	口活
7105	口技
7106	口交
7107	狂插
7108	狂穴
7109	两乳之间
7110	淫乱
7111	露逼
7112	露穴
7113	卵蛋
7114	乱伦
7115	乱伦熟女
7116	乱淫
7117	找男
7118	找女
7119	夫妻交换
7120	性息
7121	口淫
7122	女士服务
7123	元一夜
7124	男奴
7125	女奴
7126	亂倫
7127	伦理片
7128	轮奸
7129	裸聊
7130	裸陪
7131	裸体
7132	裸體
7133	裸照
7134	卖逼
7135	卖骚
7136	卖淫
7137	毛片
7138	美屄
7139	美女出售
7140	美女会所
7141	美女兼职
7142	美女裸体
7143	美女全套
7144	美女上门
7145	美女脱衣
7146	美少妇的哀羞
7147	美少女
7148	美穴
7149	妹的服务
7150	妹开苞
7151	妹妹出售
7152	妹妹的屄
7153	妹妹穴
7154	猛操
7155	猛插
7156	猛料
7157	蒙汗
7158	蒙汗药
7159	迷幻喷雾
7160	迷幻香烟
7161	迷昏药
7162	迷魂
7163	迷魂药
7164	迷奸
7165	迷奸药
7166	迷歼药
7167	迷情
7168	迷药
7169	秘部
7170	秘處
7171	秘唇
7172	秘肉
7173	密穴
7174	蜜唇
7175	蜜洞
7176	蜜壶
7177	蜜穴
7178	免费a片
7179	摸奶
7180	摸胸
7181	内射
7182	泡友
7183	奶子
7184	母子乱伦
7185	公关
7186	看JJ
7187	电话交友
7188	激情交友
7189	激情电话
7190	性伙伴
7191	有偿服务
7192	做台
7193	嫩b
7194	嫩屄
7195	嫩逼
7196	嫩穴
7197	你敢上吗
7198	骚女
7199	弄穴
7200	女孩上门
7201	女模招聘
7202	女人穴
7203	女上门
7204	女死囚
7205	女体
7206	女优
7207	虐恋
7208	欧美色图
7209	歐美bt
7210	牌九
7211	炮片
7212	炮图
7213	陪护私人
7214	陪裸
7215	喷潮
7216	喷尿
7217	喷雾型迷药
7218	屁穴
7219	屁眼
7220	嫖娼
7221	破处
7222	枪淫少妇
7223	强j
7224	强奸
7225	强姦
7226	亲蛋蛋
7227	亲吻蛋蛋
7228	情色
7229	情色网
7230	情欲
7231	全套美女
7232	群奸
7233	群交
7234	足交
7235	人妻小说
7236	肉棒
7237	肉屄
7238	肉洞
7239	肉缝
7240	肉根
7241	肉棍
7242	肉壶
7243	肉击
7244	肉茎
7245	肉具
7246	肉门
7247	肉丘
7248	肉圈
7249	肉体交融
7250	肉臀
7251	肉穴
7252	肉芽
7253	乳fan
7254	乳房
7255	乳交
7256	乳球
7257	乳首
7258	乳晕
7259	色情
7260	三级片
7261	搔穴
7262	骚屄
7263	骚逼
7264	骚比
7265	骚婊
7266	骚货
7267	骚姐姐
7268	骚浪
7269	骚妹
7270	骚水
7271	骚穴
7272	骚痒
7273	骚姊姊
7274	騷逼
7275	騷穴
7276	色电影
7277	色图
7278	色淫
7279	色友
7280	色诱
7281	色欲
7282	少妇穴
7283	少女高潮
7284	舌头添
7285	舌头舔
7286	射出来
7287	射精
7288	射乳
7289	涉毒
7290	涉黄
7291	涉枪
7292	绳虐
7293	湿穴
7294	手淫
7295	犬交
7296	兽交
7297	熟女俱乐部
7298	双腿叉开
7299	双腿间的禁地
7300	爽电影
7301	爽片
7302	私密处
7303	添逼
7304	添你下面
7305	添阴
7306	舔xue
7307	舔逼
7308	舔便
7309	舔遍
7310	舔肛
7311	舔花苞
7312	舔奶
7313	舔弄
7314	舔批
7315	舔舐
7316	舔吮
7317	舔下面
7318	舔穴
7319	舔阴
7320	偷窥
7321	偷拍
7322	透视
7323	臀洞
7324	臀沟
7325	臀孔
7326	臀丘
7327	一夜激情
7328	无码片
7329	小屄
7330	小电影
7331	小洞
7332	小姐
7333	坐台
7334	小穴
7335	小姨子穴
7336	性爱
7337	性吧
7338	性伴侣
7339	性电影
7340	性服务
7341	性服务工作者
7342	性感
7343	性高潮
7344	性虎
7345	性交
7346	性教官
7347	性开放的
7348	性开放俱乐部
7349	性奴
7350	性虐待
7351	性启蒙老师
7352	性器
7353	性色
7354	性色社区
7355	性事
7356	性学教授
7357	性游戏
7358	性友谊
7359	性欲
7360	穴洞
7361	穴口
7362	穴里
7363	穴前庭
7364	穴肉
7365	穴穴
7366	穴淫
7367	亚洲色图
7368	亞洲bt
7369	亞洲圖區
7370	阳具
7371	阳物
7372	摇头丸
7373	夜场兼职
7374	夜场女模特
7375	夜场招聘
7376	夜场直招
7377	夜情
7378	夜总会公关
7379	夜总会模特
7380	夜总会招聘
7381	一夜情
7382	阴chun
7383	阴dao
7384	阴di
7385	阴壁
7386	阴部
7387	阴纯
7388	阴唇
7389	阴道
7390	阴蒂
7391	阴阜
7392	阴核
7393	阴户
7394	阴护
7395	阴茎
7396	阴毛
7397	阴丘
7398	阴水
7399	阴穴
7400	陰部
7401	陰唇
7402	陰道
7403	陰蒂
7404	陰核
7405	陰戶
7406	陰户
7407	陰茎
7408	陰莖
7409	陰毛
7410	陰穴
7411	婬水
7412	淫b
7413	淫暴
7414	淫屄
7415	淫逼
7416	淫传
7417	淫唇
7418	淫荡
7419	淫蕩少婦
7420	淫蕩丗家
7421	淫蕩孕婦
7422	淫道
7423	淫电影
7424	淫洞
7425	淫妇
7426	淫棍
7427	淫秽词语
7428	淫奸
7429	淫间道
7430	淫叫
7431	淫浪
7432	淫乱电影
7433	淫亂
7434	淫美贴图
7435	淫妹
7436	淫靡
7437	淫民
7438	淫魔舞会
7439	淫男
7440	淫娘
7441	淫女
7442	淫虐
7443	淫片
7444	淫妻
7445	淫情女教师
7446	淫情贴图
7447	淫色
7448	淫色网站
7449	淫声
7450	淫兽
7451	淫兽学园
7452	淫术炼金士
7453	淫水
7454	淫贴图
7455	淫图
7456	淫臀
7457	淫穴
7458	淫液
7459	淫阴
7460	淫影
7461	淫影片
7462	淫影院
7463	淫欲
7464	淫汁
7465	有码片
7466	有碼
7467	幼b
7468	幼逼
7469	幼交
7470	幼女
7471	幼穴
7472	诱惑电影
7473	诱惑视频
7474	b好痒
7475	bt成人
7476	av出售
7477	1夜情
7478	b痒
7479	b穴
7480	h电影
7481	h片
7482	h图
7483	j巴
7484	j吧
7485	SF网站定做
7486	SM虐待
7487	x伴侣
7488	yindi
7489	yinshui
7490	yin部
7491	yin道
7492	yin毛
7493	y蒂
7494	y户
7495	y茎
7496	被人干
7497	屄儿
7498	屄裏
7499	屄友
7500	逼好痒
7501	操你奶奶
7502	操尼妈
7503	草逼
7504	草你吗
7505	草死
7506	草他
7507	草她
7508	贱比
7509	走私车
7510	办证
7511	代孕
7512	隐形耳机
7513	考试作弊
7514	语音传送
7515	无线耳机
7516	考中答案
7517	考后付款
7518	考前答案
7519	代写论文
7520	假文凭
7521	卖枪
7522	买枪
7523	ONS
7524	氯胺酮
7525	做炸弹
7526	代办证件
7527	仿真手枪
7528	仿真枪
7529	电狗
7530	气狗
7531	电鸡
7532	集体自杀
7533	雇佣杀手
7534	帮人怀孕
7535	枪支
7536	电警棒
7537	乙醚
7538	盗取qq
7539	盗取密码
7540	盗号
7541	二代身份证
7542	开锁
7543	蒙汗药
7544	代办信用卡
7545	套现
7546	身体健康
7547	卖肾
7548	有偿献血
7549	特码
7550	百家乐
7551	一码
7552	Liuhecai
7553	彩宝
7554	香港彩
7555	合彩
7556	报码
7557	六合
7558	6合
7559	香港赛马会
7560	色情信息
7561	共青团
7562	维尼
7563	习大大
7564	袭大大
7565	王歧山
7566	余正声
7567	余正生
7568	马凯
7569	王沪宁
7570	刘延东
7571	刘奇葆
7572	许其亮
7573	孙春兰
7574	李建国
7575	李源潮
7576	汪洋
7577	张春贤
7578	张高丽
7579	张德江
7580	范长龙
7581	孟建柱
7582	赵乐际
7583	胡春华
7584	栗战书
7585	郭金龙
7586	韩正
7587	杜青林
7588	赵洪祝
7589	杨晶
7590	黄树贤
7591	杜金才
7592	吴玉良
7593	杨晓渡
7594	刘金国
7595	宋涛
7596	张志军
7597	刘鹤
7598	杨洁篪
7599	张纪南
7600	杨晶
7601	冷溶
7602	曲青山
7603	贾高建
7604	杨振武
7605	李建
7606	张政
7607	黄网
7608	中央电视台
7609	国务委员
7610	国务院
7611	中央委员
7612	发改委
7613	国家发展和改革委员会
7614	发展和改革委员会
7615	国家发展与改革委员会
7616	发展与改革委员会
7617	新闻出版总署
7618	新闻出版署
7619	胡总书记
7620	胡景涛
7621	大纪元
7622	大纪元新闻网
7623	燕玲论坛
7624	CAO
7625	 K粉
7626	J8
7627	 小姐兼职
7628	交媾
7629	西藏314事件
7630	新疆7.5事件
7631	 乱伦
7632	毛片
7633	黄片
7634	交配
7635	群交
7636	小姐兼职
7637	茉莉花革命
7638	冰粉
7639	性奴
7640	fuck
7641	共产党
7642	urban
7643	我操
7644	cao
7645	他妈的
7646	TMD
7647	鸡巴
7648	煞笔
7649	傻B
7650	法轮功
7651	江泽民
7652	胡锦涛
7653	温家宝
7654	urban-rivals
7655	rivals
7656	我日
7657	UR
7658	ur
7659	性交
7660	口交
7661	婊子
7662	妓女
7663	她妈
7664	牛逼
7665	牛B
7666	牛比
7667	煞笔
7668	傻逼
7669	傻B
7670	操你妈
7671	装逼
7672	装B
7673	日你妈
7674	不玩了
7675	删号
7676	卖号  
7677	删 号
7678	妈的
7679	妈逼
7680	草你妈
7681	T.M.D
7682	JB
7683	jb
7684	 
7685	出售账号
7686	出售此号
7687	卖号
7688	U/R
7689	U-R
7690	j8
7691	吗的
7692	8仙
7693	狗日
7694	出售神符
7695	色情
7696	黄色
7697	藏独
7698	台独
7699	法轮大法
7700	鸡巴
7701	毛泽东
7702	NPC
7703	*法*轮*功*
7704	*李*洪*志*阿扁
7705	阿扁万岁
7706	阿拉
7707	阿拉法特
7708	挨球
7709	安南
7710	安全局
7711	澳洲光明网
7712	八九
7713	八九风波
7714	办理文凭
7715	办理证件
7716	包皮
7717	保钓
7718	保监会
7719	保密局
7720	鸨
7721	鲍岳桥
7722	暴动
7723	暴乱
7724	暴徒
7725	北京之春
7726	贝肉
7727	本?拉登
7728	本?拉登
7729	苯比
7730	笨屄
7731	笨逼
7732	屄
7733	屄毛
7734	逼毛
7735	逼你老母
7736	逼样
7737	比毛
7738	婊
7739	婊子
7740	宾周
7741	冰毒
7742	波霸
7743	博讯
7744	薄一波
7745	布莱尔
7746	布雷尔
7747	布什
7748	布什
7749	财政部
7750	参事室
7751	藏独
7752	藏独
7753	藏独
7754	操
7755	操GM
7756	操Gm
7757	操gM
7758	操gm
7759	操XX
7760	操逼
7761	操比
7762	操蛋
7763	操你
7764	 交媾
7765	操你八辈祖宗
7766	操你妈
7767	操你妈屄
7768	操他
7769	曹刚川
7770	草的你妈
7771	草妈
7772	草你妈
7773	草拟妈
7774	肏
7775	测绘局
7776	插GM
7777	插Gm
7778	插gM
7779	插gm
7780	插妳
7781	插你
7782	插你妈
7783	插深些
7784	产权局
7785	朝鲜
7786	车臣
7787	车仑
7788	陈功
7789	陈良宇
7790	陈水扁
7791	陈希同
7792	陈晓宁
7793	陈毅
7794	陈至立
7795	成人电影
7796	成人片
7797	吃大便
7798	吃屎
7799	迟浩田
7800	赤匪
7801	抽插
7802	抽你丫的
7803	臭化西
7804	出售假币
7805	出售枪支
7806	出售手枪
7807	吹喇叭
7808	吹箫
7809	春药
7810	蠢猪
7811	戳你
7812	粗制吗啡
7813	催情药
7814	达赖
7815	达赖喇嘛
7816	打炮
7817	大B
7818	大逼
7819	大便
7820	大波波
7821	大麻
7822	大麻树脂
7823	大麻油
7824	大师
7825	戴维教
7826	大学骚乱
7827	大血B
7828	大血比
7829	呆卵
7830	戴海静
7831	戴红
7832	戴晶
7833	戴维教
7834	党主席
7835	荡妇
7836	档案局
7837	盗窃犯
7838	盗窃犯
7839	道教
7840	邓小平
7841	帝国主义
7842	电监会
7843	叼你
7844	叼你妈
7845	屌
7846	屌7
7847	屌鸠
7848	屌毛
7849	屌妳
7850	屌七
7851	屌西
7852	钓鱼台
7853	丁关根
7854	丁子霖
7855	东北独立
7856	东升
7857	东条英机
7858	东突
7859	东突暴动和独立
7860	东突组织
7861	东亚病夫
7862	董建华
7863	董贱华
7864	董文华
7865	懂文华
7866	独立
7867	独立台湾会
7868	恩格斯
7869	二B
7870	二屄
7871	二逼
7872	二乙基酰胺发抡
7873	发抡功
7874	发伦
7875	发伦功
7876	发轮
7877	发论
7878	发论公
7879	发论功
7880	发骚
7881	法(轮)功
7882	法*轮*功
7883	法功
7884	法愣
7885	法仑
7886	法轮
7887	法轮大法
7888	法轮功
7889	法西斯
7890	法制办
7891	反动
7892	反革命
7893	发票
7894	反共
7895	反华
7896	反恐委员会
7897	反日
7898	反政府
7899	分裂祖国
7900	佛教
7901	佛展千手法
7902	佛祖
7903	斧头镰刀
7904	阝月
7905	傅鹏
7906	傅作义
7907	干GM
7908	干Gm
7909	干gM
7910	干gm
7911	干拎娘
7912	干妳
7913	干妳老母
7914	干妳妈
7915	干妳娘
7916	干你
7917	干你妈
7918	干你妈b
7919	干你妈逼
7920	干你娘
7921	干七八
7922	干死你
7923	肛
7924	肛交
7925	肛门
7926	港澳办
7927	高俊
7928	高丽棒子
7929	高校暴乱
7930	高校群体事件
7931	高校骚乱
7932	睾
7933	睾丸
7934	膏药旗
7935	弓虽女干
7936	公安
7937	公安部
7938	公安局
7939	共产党
7940	共产主义
7941	共匪
7942	共狗
7943	狗b
7944	狗操
7945	狗卵
7946	狗娘
7947	狗屁
7948	狗日
7949	狗日的
7950	狗屎
7951	观世音
7952	官逼民反
7953	官商勾结
7954	龟儿子
7955	龟公
7956	龟孙子
7957	龟头
7958	鬼村
7959	滚
7960	郭伯雄
7961	国安局
7962	国防部
7963	国防科工委
7964	国管局
7965	国际法院
7966	国家民委
7967	国家主席
7968	国家主要部委
7969	国民党
7970	国民党万岁
7971	海洛因
7972	海洋局
7973	何候华
7974	贺国强
7975	贺龙
7976	黑社会
7977	黑手党
7978	黑手党
7979	黑手党
7980	红卫兵
7981	洪兴
7982	洪志
7983	后庭
7984	胡XX
7985	胡紧涛
7986	胡紧掏
7987	胡紧套
7988	胡锦涛
7989	胡锦淘
7990	胡乔木
7991	胡耀邦
7992	胡主席
7993	花柳
7994	华国锋
7995	华建敏
7996	换妻
7997	黄　菊
7998	黄菊
7999	黄色电影
8000	黄色小电影
8001	回教
8002	回良玉
8003	回民暴动
8004	回族人吃猪肉
8005	昏药
8006	火棒
8007	机八
8008	机巴
8009	鸡八
8010	鸡巴
8011	鸡叭
8012	鸡芭
8013	鸡掰
8014	鸡奸
8015	基地组织
8016	基督
8017	基督教
8018	激情电影
8019	激情小电影
8020	鸡
8021	计牌软件
8022	计生委
8023	妓
8024	妓女
8025	妓院
8026	贾庆林
8027	奸
8028	奸夫淫妇
8029	奸你
8030	奸淫
8031	贱
8032	贱逼
8033	贱货
8034	贱人
8035	江Core
8036	江八
8037	江八点
8038	独裁
8039	江独裁
8040	江核心
8041	江青
8042	江戏子
8043	江择民
8044	江泽民
8045	江贼民
8046	江折民
8047	江猪
8048	江猪媳
8049	江主席
8050	僵贼民
8051	疆独
8052	蒋介石
8053	蒋经国
8054	蒋中正
8055	酱猪媳
8056	交通部
8057	姣西
8058	叫床
8059	叫鸡
8060	叫小姐
8061	教育部
8062	她妈的金日成
8063	金正日
8064	禁书
8065	经济社会理事会
8066	经社理事会
8067	精液
8068	精子
8069	警匪一家
8070	敬国神社
8071	靖国神社
8072	静坐
8073	纠察员
8074	鸠
8075	鸠屎
8076	军长发威
8077	军国主义
8078	军妓
8079	尻
8080	靠
8081	靠你妈
8082	靠腰
8083	可待因
8084	可卡叶
8085	可卡因
8086	克林顿
8087	恐怖份子
8088	恐怖主义
8089	口交
8090	寇晓伟
8091	狂操
8092	狂操你全家
8093	拉登
8094	拉姆斯菲尔德
8095	懒教
8096	烂B
8097	烂屄
8098	烂逼
8099	烂比
8100	烂屌
8101	烂货
8102	劳+教+所
8103	劳动保障部
8104	老逼
8105	老毛子
8106	老母
8107	黎阳评
8108	李长春
8109	李登辉
8110	李弘旨
8111	李红志
8112	李宏旨
8113	李宏志
8114	李洪志
8115	李岚清
8116	李鹏
8117	李鹏*
8118	李瑞环
8119	李山
8120	李铁映
8121	李先念
8122	连战
8123	联大
8124	联合国
8125	联合国大会
8126	联易
8127	联易互动
8128	粮食局
8129	两腿之间
8130	列宁
8131	林彪
8132	林业局
8133	刘　淇
8134	刘军
8135	刘淇
8136	刘少奇
8137	刘云山
8138	流氓
8139	六.四
8140	六。四
8141	六?四
8142	六合彩
8143	六四
8144	六-四
8145	六四事件
8146	六四真相
8147	龙新民
8148	吕秀莲
8149	旅游局
8150	卵
8151	轮功
8152	轮奸
8153	罗　干
8154	罗干
8155	骡干
8156	妈逼
8157	妈比
8158	妈卖妈屁
8159	妈批
8160	妈祖
8161	妈B
8162	妈的
8163	麻醉钢枪
8164	麻醉枪
8165	麻醉药
8166	麻醉乙醚
8167	马克思
8168	马卖马屁
8169	马英九
8170	吗啡
8171	吗啡碱
8172	吗啡片
8173	买财富
8174	买卖枪支
8175	麦角酸
8176	卖.国
8177	卖B
8178	卖ID
8179	卖QQ
8180	卖逼
8181	卖比
8182	卖财富
8183	卖党求荣
8184	卖国
8185	卖国求荣
8186	卖号
8187	卖卡
8188	卖软件
8189	卖淫
8190	毛XX
8191	毛厕洞
8192	毛一鲜
8193	毛泽东
8194	毛贼东
8195	毛主席
8196	梅花网
8197	美国
8198	美国佬
8199	美国之音
8200	美利坚
8201	蒙尘药
8202	蒙独
8203	蒙古达子
8204	蒙古独立
8205	迷魂药
8206	迷奸药
8207	迷歼药
8208	迷药
8209	密洞
8210	密宗
8211	民航局
8212	民进党
8213	民运
8214	民政部
8215	明慧网
8216	摩门教
8217	莫索里尼
8218	穆罕默德
8219	穆斯林
8220	乳头
8221	奶子
8222	妳老母的
8223	妳妈的
8224	妳马的
8225	妳娘的
8226	南联盟
8227	南蛮子
8228	南蛮子
8229	嫩B
8230	嫩b
8231	伱妈
8232	你爸
8233	你大爷
8234	你二大爷
8235	你老母
8236	你老味
8237	你姥
8238	你姥姥的
8239	你妈
8240	你妈逼
8241	你妈的
8242	你娘
8243	你爷爷的
8244	鸟GM
8245	鸟Gm
8246	鸟gM
8247	鸟gm
8248	鸟你
8249	牛逼
8250	牛比
8251	农业部
8252	虐待
8253	拍肩神药
8254	喷你
8255	彭真
8256	皮条
8257	屁眼
8258	嫖客
8259	苹果日报
8261	破鞋
8262	仆街
8263	普京
8264	气象局
8265	钱其琛
8266	枪决女犯
8267	枪决现场
8268	枪支弹药
8269	强奸
8270	强奸犯
8271	强卫
8272	强效失意药
8273	强硬发言
8274	抢劫
8275	乔石
8276	侨办
8277	切七
8278	窃听器
8279	窃听器材
8280	亲民党
8281	青天白日
8282	情色
8283	去你妈的
8284	去死
8285	全国人大
8286	瘸腿帮
8287	人大
8288	人大代表
8289	人代会
8290	人弹
8291	人民
8292	人民大会堂
8293	人民广场
8294	人民日报
8295	人民银行
8296	人体炸弹
8297	日GM
8298	日Gm
8299	日gM
8300	日gm
8301	日X妈
8302	日本RING
8303	日本鬼子
8304	日你
8305	日你妈
8306	日你娘
8307	日他娘
8308	肉棒
8309	肉壁
8310	肉洞
8311	肉缝
8312	肉棍
8313	肉棍子
8314	肉穴
8315	乳
8316	乳波臀浪
8317	乳房
8318	乳交
8319	乳头
8320	撒尿
8321	萨达姆
8322	塞白
8323	塞你爸
8324	塞你公
8325	塞你老母
8326	塞你老师
8327	塞你母
8328	塞你娘
8329	三个呆婊
8330	三个代婊
8331	三级片
8332	三民主义
8333	三陪
8334	三陪女
8335	三去车仑
8336	三唑仑
8337	骚
8338	骚B
8339	骚逼
8340	骚货
8341	骚
8342	色情
8343	色情电影
8344	色情服务
8345	色情小电影
8346	杀人犯
8347	傻B
8348	傻屄
8349	傻逼
8350	傻比
8351	傻吊
8352	傻卵
8353	傻子
